player_id,full_name,position,nationality,shirt_number,team,matches_played,goals_scored,avg_minutes,starts
943,Ethan Ampadu,Midfielder,WLS,,Leeds United,0,0,0.0,0
944,Brenden Aaronson,Forward,,,Leeds United,0,0,0.0,0
945,Dominic Calvert-Lewin,Forward,ENG,,Leeds United,0,0,0.0,0
946,Noah Okafor,Forward,,,Leeds United,0,0,0.0,0
947,Karl Darlow,Goalkeeper,WLS,,Leeds United,0,0,0.0,0
948,Lucas Perri,Goalkeeper,,,Leeds United,0,0,0.0,0
949,Ao Tanaka,Midfielder,,,Leeds United,0,0,0.0,0
950,Daniel James,Forward,WLS,,Leeds United,0,0,0.0,0
951,Wilfried Gnonto,Forward,,,Leeds United,0,0,0.0,0
952,Ilia Gruev,Midfielder,,,Leeds United,0,0,0.0,0
953,Jaka Bijol,Defender,,,Leeds United,0,0,0.0,0
954,Joël Piroe,Forward,,,Leeds United,0,0,0.0,0
955,Jack Harrison,Forward,ENG,,Leeds United,0,0,0.0,0
957,James Justin,Defender,ENG,,Leeds United,0,0,0.0,0
958,Sam Byram,Defender,ENG,,Leeds United,0,0,0.0,0
959,Sebastiaan Bornauw,Defender,,,Leeds United,0,0,0.0,0
960,Harry Gray,Forward,ENG,,Leeds United,0,0,0.0,0
961,Illan Meslier,Goalkeeper,,,Leeds United,0,0,0.0,0
962,Largie Ramazani,Forward,,,Leeds United,0,0,0.0,0
963,Martin Dúbravka,Goalkeeper,,,Burnley,0,0,0.0,0
964,Kyle Walker,Defender,ENG,,Burnley,0,0,0.0,0
965,Quilindschy Hartman,Defender,,,Burnley,0,0,0.0,0
966,Maxime Estève,Defender,,,Burnley,0,0,0.0,0
967,Josh Cullen,Midfielder,,,Burnley,0,0,0.0,0
968,Jaidon Anthony,Midfielder,ENG,,Burnley,0,0,0.0,0
969,Lyle Foster,Forward,,,Burnley,0,0,0.0,0
970,Florentino Luís,Midfielder,,,Burnley,0,0,0.0,0
971,Josh Laurent,Defender,ENG,,Burnley,0,0,0.0,0
972,Hjalmar Ekdal,Defender,,,Burnley,0,0,0.0,0
973,Lesley Ugochukwu,Midfielder,,,Burnley,0,0,0.0,0
974,Jacob Bruun Larsen,Forward,,,Burnley,0,0,0.0,0
975,Loum Tchaouna,Midfielder,,,Burnley,0,0,0.0,0
976,Axel Tuanzebe,Defender,,,Burnley,0,0,0.0,0
977,Zian Flemming,Forward,,,Burnley,0,0,0.0,0
978,Hannibal Mejbri,Midfielder,,,Burnley,0,0,0.0,0
979,Oliver Sonne,Defender,,,Burnley,0,0,0.0,0
980,Armando Broja,Forward,,,Burnley,0,0,0.0,0
981,Joe Worrall,Defender,ENG,,Burnley,0,0,0.0,0
982,Marcus Edwards,Midfielder,ENG,,Burnley,0,0,0.0,0
983,Ashley Barnes,Forward,ENG,,Burnley,0,0,0.0,0
984,Bashir Humphreys,Defender,ENG,,Burnley,0,0,0.0,0
985,Lucas,Defender,,,Burnley,0,0,0.0,0
986,Aaron Ramsey,Midfielder,ENG,,Burnley,0,0,0.0,0
987,Max Weiß,Goalkeeper,,,Burnley,0,0,0.0,0
988,Jarrod Bowen,Forward,ENG,,West Ham,0,0,0.0,0
989,Max Kilman,Defender,ENG,,West Ham,0,0,0.0,0
990,Lucas Paquetá,Midfielder,,,West Ham,0,0,0.0,0
991,El Hadji Malick Diouf,Defender,,,West Ham,0,0,0.0,0
992,Crysencio Summerville,Forward,,,West Ham,0,0,0.0,0
993,Mateus Fernandes,Midfielder,,,West Ham,0,0,0.0,0
994,Alphonse Areola,Goalkeeper,,,West Ham,0,0,0.0,0
995,Konstantinos Mavropanos,Defender,,,West Ham,0,0,0.0,0
996,Aaron Wan-Bissaka,Defender,,,West Ham,0,0,0.0,0
997,Kyle Walker-Peters,Defender,ENG,,West Ham,0,0,0.0,0
998,James Ward-Prowse,Midfielder,ENG,,West Ham,0,0,0.0,0
999,Tomáš Souček,Midfielder,,,West Ham,0,0,0.0,0
1000,Jean-Clair Todibo,Defender,,,West Ham,0,0,0.0,0
1001,Niclas Füllkrug,Forward,,,West Ham,0,0,0.0,0
1002,Mads Hermansen,Goalkeeper,,,West Ham,0,0,0.0,0
1003,Callum Wilson,Forward,ENG,,West Ham,0,0,0.0,0
1004,Nayef Aguerd,Defender,,,West Ham,0,0,0.0,0
1005,Soungoutou Magassa,Midfielder,,,West Ham,0,0,0.0,0
1006,Andy Irving,Midfielder,SCT,,West Ham,0,0,0.0,0
1007,Oliver Scarles,Defender,ENG,,West Ham,0,0,0.0,0
1008,Freddie Potts,Midfielder,ENG,,West Ham,0,0,0.0,0
1009,Guido Rodríguez,Midfielder,,,West Ham,0,0,0.0,0
1010,Callum Marshall,Forward,NIR,,West Ham,0,0,0.0,0
1011,Luis Guilherme,Forward,,,West Ham,0,0,0.0,0
1012,Igor,Defender,,,West Ham,0,0,0.0,0
1013,Edson Álvarez,Defender,,,West Ham,0,0,0.0,0
1014,Łukasz Fabiański,Goalkeeper,,,West Ham,0,0,0.0,0
1015,Ezra Mayers,Defender,,,West Ham,0,0,0.0,0
1016,Elliot Anderson,Midfielder,ENG,,Nott'ham Forest,0,0,0.0,0
1017,Nikola Milenković,Defender,,,Nott'ham Forest,0,0,0.0,0
1018,Matz Sels,Goalkeeper,,,Nott'ham Forest,0,0,0.0,0
1019,Neco Williams,Defender,WLS,,Nott'ham Forest,0,0,0.0,0
1020,Morgan Gibbs-White,Midfielder,ENG,,Nott'ham Forest,0,0,0.0,0
1022,Murillo,Defender,,,Nott'ham Forest,0,0,0.0,0
1024,Callum Hudson-Odoi,Forward,ENG,,Nott'ham Forest,0,0,0.0,0
1025,Ibrahim Sangaré,Midfielder,,,Nott'ham Forest,0,0,0.0,0
1026,Morato,Defender,,,Nott'ham Forest,0,0,0.0,0
1027,Douglas Luiz,Midfielder,,,Nott'ham Forest,0,0,0.0,0
1028,Nicolò Savona,Defender,,,Nott'ham Forest,0,0,0.0,0
1029,Ola Aina,Defender,,,Nott'ham Forest,0,0,0.0,0
1030,Oleksandr Zinchenko,Defender,,,Nott'ham Forest,0,0,0.0,0
1031,Igor Jesus,Forward,,,Nott'ham Forest,0,0,0.0,0
1032,Dilane Bakwa,Forward,,,Nott'ham Forest,0,0,0.0,0
1033,Ryan Yates,Midfielder,ENG,,Nott'ham Forest,0,0,0.0,0
1034,James Mcatee,Midfielder,ENG,,Nott'ham Forest,0,0,0.0,0
1035,Taiwo Awoniyi,Forward,,,Nott'ham Forest,0,0,0.0,0
1036,Jair Cunha,Defender,,,Nott'ham Forest,0,0,0.0,0
1037,Nicolás Domínguez,Midfielder,,,Nott'ham Forest,0,0,0.0,0
1038,Omari Hutchinson,Forward,ENG,,Nott'ham Forest,0,0,0.0,0
1039,Arnaud Kalimuendo,Forward,,,Nott'ham Forest,0,0,0.0,0
1040,Jota Silva,Forward,,,Nott'ham Forest,0,0,0.0,0
1041,Zach Abbott,Defender,ENG,,Nott'ham Forest,0,0,0.0,0
1042,Willy Boly,Defender,,,Nott'ham Forest,0,0,0.0,0
1043,Angus Gunn,Goalkeeper,SCT,,Nott'ham Forest,0,0,0.0,0
1044,John,Goalkeeper,,,Nott'ham Forest,0,0,0.0,0
1045,Marshall Munetsi,Midfielder,,,Wolves,0,0,0.0,0
1046,João Gomes,Midfielder,,,Wolves,0,0,0.0,0
1047,Hugo Bueno,Defender,,,Wolves,0,0,0.0,0
1048,Ladislav Krejčí,Defender,,,Wolves,0,0,0.0,0
1049,Jørgen Strand Larsen,Forward,,,Wolves,0,0,0.0,0
1050,André,Midfielder,,,Wolves,0,0,0.0,0
1051,Jhon Arias,Forward,,,Wolves,0,0,0.0,0
1052,Santiago Bueno,Defender,,,Wolves,0,0,0.0,0
1053,Emmanuel Agbadou,Defender,,,Wolves,0,0,0.0,0
1054,Sam Johnstone,Goalkeeper,ENG,,Wolves,0,0,0.0,0
1055,Toti Gomes,Defender,,,Wolves,0,0,0.0,0
1056,Jean-Ricner Bellegarde,Midfielder,,,Wolves,0,0,0.0,0
1057,José Sá,Goalkeeper,,,Wolves,0,0,0.0,0
1058,Rodrigo Gomes,Forward,,,Wolves,0,0,0.0,0
1059,Hwang Hee-chan,Forward,,,Wolves,0,0,0.0,0
1060,Matt Doherty,Defender,,,Wolves,0,0,0.0,0
1061,Ki-Jana Hoever,Defender,,,Wolves,0,0,0.0,0
1062,Jackson Tchatchoua,Defender,,,Wolves,0,0,0.0,0
1063,Tolu Arokodare,Forward,,,Wolves,0,0,0.0,0
1064,Yerson Mosquera,Defender,,,Wolves,0,0,0.0,0
1065,David Møller Wolfe,Midfielder,,,Wolves,0,0,0.0,0
1066,Fer López,Midfielder,,,Wolves,0,0,0.0,0
1067,Sasa Kalajdzic,Forward,,,Wolves,0,0,0.0,0
535,Gabriel Magalhães,Defender,,,Arsenal,0,0,0.0,0
1068,Daniel Bentley,Goalkeeper,ENG,,Wolves,0,0,0.0,0
536,David Raya,Goalkeeper,,,Arsenal,0,0,0.0,0
537,Viktor Gyökeres,Forward,,,Arsenal,0,0,0.0,0
539,Martín Zubimendi,Midfielder,,,Arsenal,0,0,0.0,0
540,Declan Rice,Midfielder,ENG,,Arsenal,0,0,0.0,0
541,Jurriën Timber,Defender,,,Arsenal,0,0,0.0,0
542,William Saliba,Defender,,,Arsenal,0,0,0.0,0
543,Bukayo Saka,Forward,ENG,,Arsenal,0,0,0.0,0
544,Leandro Trossard,Forward,,,Arsenal,0,0,0.0,0
545,Eberechi Eze,Midfielder,ENG,,Crystal Palace,0,0,0.0,0
546,Noni Madueke,Forward,ENG,,Arsenal,0,0,0.0,0
547,Martin Ødegaard,Midfielder,,,Arsenal,0,0,0.0,0
548,Mikel Merino,Midfielder,,,Arsenal,0,0,0.0,0
549,Cristhian Mosquera,Defender,,,Arsenal,0,0,0.0,0
550,Gabriel Martinelli,Forward,,,Arsenal,0,0,0.0,0
551,Ben White,Defender,ENG,,Arsenal,0,0,0.0,0
552,Ethan Nwaneri,Midfielder,ENG,,Arsenal,0,0,0.0,0
553,Myles Lewis-Skelly,Defender,ENG,,Arsenal,0,0,0.0,0
554,Kai Havertz,Forward,,,Arsenal,0,0,0.0,0
555,Max Dowman,Forward,ENG,,Arsenal,0,0,0.0,0
